1; 1; 1; 5048
1; 1; 2; 4953
1; 1; 3; 4992
1; 1; 4; 4879
1; 1; 5; 4358
1; 1; 6; 3357
1; 1; 7; 3141
1; 1; 8; 2740
1; 1; 9; 1745
1; 1; 10; 865
1; 1; 11; 1602
1; 1; 12; 1374
1; 1; 13; 1264
1; 1; 14; 1179
1; 1; 15; 2188
1; 1; 16; 936
1; 1; 17; 839
1; 1; 18; 768
1; 1; 19; 642
1; 1; 20; 2949
1; 1; 21; 33104
1; 1; 22; 31548
1; 1; 23; 6272
1; 1; 24; 32568
1; 1; 25; 114
1; 1; 26; 0
1; 2; 1; 951
1; 2; 2; 952
1; 2; 3; 962
1; 2; 4; 958
1; 2; 5; 959
1; 2; 6; 15272
1; 2; 7; 964
1; 2; 8; 969
1; 2; 9; 972
1; 2; 10; 981
1; 2; 11; 984
1; 2; 12; 993
1; 2; 13; 996
1; 2; 14; 997
1; 2; 15; 1000
1; 2; 16; 1005
1; 2; 17; 1007
1; 2; 18; 1008
1; 2; 19; 1010
1; 2; 20; 1012
1; 2; 21; 1013
1; 2; 22; 1015
1; 2; 23; 1017
1; 2; 24; 1018
1; 2; 25; 1041
1; 2; 26; 1043
1; 2; 27; 1063
1; 2; 28; 1064
1; 2; 29; 1065
1; 2; 30; 1066
1; 2; 31; 1067
1; 2; 32; 1069
1; 2; 33; 32560
1; 2; 34; 4631
1; 2; 35; 0
1; 3; 1; 1772
1; 3; 2; 1774
1; 3; 3; 1805
1; 3; 4; 1826
1; 3; 5; 1824
1; 3; 6; 1875
1; 3; 7; 1876
1; 3; 8; 1888
1; 3; 9; 1895
1; 3; 10; 1903
1; 3; 11; 1924
1; 3; 12; 1934
1; 3; 13; 1957
1; 3; 14; 1959
1; 3; 15; 1995
1; 3; 16; 2091
1; 3; 17; 2094
1; 3; 18; 2100
1; 3; 19; 2184
1; 3; 20; 2212
1; 3; 21; 2241
1; 3; 22; 2259
1; 3; 23; 2300
1; 3; 24; 2314
1; 3; 25; 2316
1; 3; 26; 2334
1; 3; 27; 2340
1; 3; 28; 2346
1; 3; 29; 2353
1; 3; 30; 2456
1; 3; 31; 2483
1; 3; 32; 2500
1; 3; 33; 2516
1; 3; 34; 2621
1; 3; 35; 32606
1; 3; 36; 31679
1; 3; 37; 5856
1; 3; 38; 5787
1; 3; 39; 15825
1; 3; 40; 15760
1; 3; 41; 0
1; 4; 1; 2188
1; 4; 2; 4752
1; 4; 3; 7308
1; 4; 4; 4751
1; 4; 5; 4750
1; 4; 6; 4753
1; 4; 7; 4755
1; 4; 8; 4763
1; 4; 9; 4766
1; 4; 10; 4767
1; 4; 11; 4772
1; 4; 12; 4773
1; 4; 13; 4775
1; 4; 14; 4779
1; 4; 15; 4780
1; 4; 16; 4782
1; 4; 17; 4783
1; 4; 18; 4796
1; 4; 19; 4797
1; 4; 20; 4798
1; 4; 21; 4800
1; 4; 22; 4801
1; 4; 23; 4804
1; 4; 24; 4814
1; 4; 25; 4815
1; 4; 26; 4816
1; 4; 27; 4823
1; 4; 28; 4824
1; 4; 29; 4825
1; 4; 30; 4829
1; 4; 31; 4831
1; 4; 32; 4838
1; 4; 33; 0
1; 4; 34; 4842
1; 4; 35; 0
1; 4; 36; 4844
1; 4; 37; 1727
1; 4; 38; 1755
1; 4; 39; 6395
1; 4; 40; 0
1; 5; 1; 17665
1; 5; 2; 17733
1; 5; 3; 17957
1; 5; 4; 18006
1; 5; 5; 18283
1; 5; 6; 18716
1; 5; 7; 18835
1; 5; 8; 31750
1; 5; 9; 18872
1; 5; 10; 18963
1; 5; 11; 18996
1; 5; 12; 19770
1; 5; 13; 31661
1; 5; 14; 20010
1; 5; 15; 20231
1; 5; 16; 20328
1; 5; 17; 20533
1; 5; 18; 956
1; 5; 19; 6168
1; 5; 20; 0
2; 1; 1; 7314
2; 1; 2; 7316
2; 1; 3; 7315
2; 1; 4; 7355
2; 1; 5; 7357
2; 1; 6; 7359
2; 1; 7; 7365
2; 1; 8; 7370
2; 1; 9; 7371
2; 1; 10; 7372
2; 1; 11; 7373
2; 1; 12; 7374
2; 1; 13; 7424
2; 1; 14; 7541
2; 1; 15; 7791
2; 1; 16; 8234
2; 1; 17; 9016
2; 1; 18; 34611
2; 1; 19; 34679
2; 1; 20; 34504
2; 1; 21; 34389
2; 1; 22; 34331
2; 1; 23; 34825
2; 1; 24; 34199
2; 1; 25; 33976
2; 1; 26; 33947
2; 1; 27; 33840
2; 1; 28; 6888
2; 1; 29; 33740
2; 1; 30; 33513
2; 1; 31; 7477
2; 1; 32; 33211
2; 1; 33; 8365
2; 1; 34; 4774
2; 1; 35; 8361
2; 1; 36; 1040
2; 1; 37; 0
2; 2; 1; 15426
2; 2; 2; 17095
2; 2; 3; 16759
2; 2; 4; 16908
2; 2; 5; 16919
2; 2; 6; 15458
2; 2; 7; 17201
2; 2; 8; 15265
2; 2; 9; 17262
2; 2; 10; 15180
2; 2; 11; 17379
2; 2; 12; 17541
2; 2; 13; 15168
2; 2; 14; 18009
2; 2; 15; 4487
2; 2; 16; 0
2; 2; 17; 4734
2; 2; 18; 0
2; 2; 19; 4857
2; 2; 20; 4896
2; 2; 21; 4935
2; 2; 22; 4958
2; 2; 23; 4986
2; 2; 24; 5053
2; 2; 25; 5092
2; 2; 26; 5116
2; 2; 27; 5762
2; 2; 28; 5804
2; 2; 29; 6224
2; 2; 30; 6286
2; 2; 31; 537
2; 2; 32; 562
2; 2; 33; 33666
2; 2; 34; 5209
2; 2; 35; 5215
2; 2; 36; 0
2; 3; 1; 23110
2; 3; 2; 23155
2; 3; 3; 23160
2; 3; 4; 23862
2; 3; 5; 23880
2; 3; 6; 23890
2; 3; 7; 23922
2; 3; 8; 23955
2; 3; 9; 23982
2; 3; 10; 23988
2; 3; 11; 23990
2; 3; 12; 24021
2; 3; 13; 24042
2; 3; 14; 24043
2; 3; 15; 24044
2; 3; 16; 24046
2; 3; 17; 24047
2; 3; 18; 24078
2; 3; 19; 24118
2; 3; 20; 24119
2; 3; 21; 24125
2; 3; 22; 24162
2; 3; 23; 5542
2; 3; 24; 5226
2; 3; 25; 19087
2; 3; 26; 19377
2; 3; 27; 19155
2; 3; 28; 19697
2; 3; 29; 19987
2; 3; 30; 0
2; 4; 1; 4749
2; 4; 2; 7357
2; 4; 3; 7355
2; 4; 4; 7740
2; 4; 5; 31323
2; 4; 6; 27561
2; 4; 7; 27100
2; 4; 8; 26401
2; 4; 9; 0
2; 4; 10; 33236
2; 4; 11; 0
2; 4; 12; 26070
2; 4; 13; 25745
2; 4; 14; 33203
2; 4; 15; 33666
2; 4; 16; 0
